participant_id,block_number,difficulty,trial_number,target_id,target_index,target_width,target_distance,target_center_x,target_center_y,trial_start,trial_end,movement_time_s,misses_before_success
p1,2,Easy,15,p1-block-2-trial-15-target-6,6,75,300,570,450,1786007947.9540439,1786007949.036551,1.0825533340102993,0
p1,2,Easy,16,p1-block-2-trial-16-target-2,2,75,300,870,450,1786007949.036653,1786007950.404002,1.3674092500004917,0
p1,3,Hard,1,p1-block-3-trial-1-target-7,7,45,500,543,273,1786007950.404408,1786007951.754394,1.3500449169659987,0
p1,3,Hard,2,p1-block-3-trial-2-target-3,3,45,500,897,627,1786007951.754791,1786007953.2047439,1.4500188329839148,0
p1,3,Hard,3,p1-block-3-trial-3-target-7,7,45,500,543,273,1786007953.205058,1786007954.5877812,1.3827832079841755,0
p1,3,Hard,4,p1-block-3-trial-4-target-3,3,45,500,897,627,1786007954.5881112,1786007955.804833,1.2167748330393806,0
p1,3,Hard,5,p1-block-3-trial-5-target-7,7,45,500,543,273,1786007955.8052711,1786007957.0203671,1.2151486669899896,0
p1,3,Hard,6,p1-block-3-trial-6-target-3,3,45,500,897,627,1786007957.0206442,1786007958.354319,1.3337330000358634,0
p1,3,Hard,7,p1-block-3-trial-7-target-7,7,45,500,543,273,1786007958.354676,1786007959.5705862,1.2159613749827258,0
p1,3,Hard,8,p1-block-3-trial-8-target-3,3,45,500,897,627,1786007959.570714,1786007961.2046342,1.6339896250283346,0
p1,3,Hard,9,p1-block-3-trial-9-target-7,7,45,500,543,273,1786007961.205007,1786007965.753452,4.548637166968547,0
p1,3,Hard,10,p1-block-3-trial-10-target-3,3,45,500,897,627,1786007965.753719,1786007966.954777,1.2011098749935627,0
p1,3,Hard,11,p1-block-3-trial-11-target-7,7,45,500,543,273,1786007966.955028,1786007968.153559,1.1985827090102248,0
p1,3,Hard,12,p1-block-3-trial-12-target-3,3,45,500,897,627,1786007968.15386,1786007969.970122,1.8163400829653256,0
p1,3,Hard,13,p1-block-3-trial-13-target-7,7,45,500,543,273,1786007969.9704168,1786007971.186719,1.216354208998382,0
p1,3,Hard,14,p1-block-3-trial-14-target-3,3,45,500,897,627,1786007971.187008,1786007972.437875,1.2509207090479322,0
p1,3,Hard,15,p1-block-3-trial-15-target-7,7,45,500,543,273,1786007972.438255,1786007973.453401,1.015189666999504,0
p1,3,Hard,16,p1-block-3-trial-16-target-3,3,45,500,897,627,1786007973.453655,1786007974.90365,1.4500569999800064,0
