controller_mode,Movement Time (MT) s,Effective Distance (De) px,Effective Width (We) px,Effective Index of Difficulty (IDe) bits,Throughput (TP) bits/s,Path Efficiency,Target Re-entry Rate,Overshoot Count,Direction Reversal Count,Time to First Movement s,Click Error Rate
Standard mouse,0.8558821032693231,393.7710628334248,51.62006497463667,3.1300054525675916,3.6623680967946903,0.9176861340051765,0.10416666666666667,2.6666666666666665,27.666666666666668,0.08417791260613332,0.0
